Study_Hours,Attendance,Previous_Score,Assignment_Score,Internal_Assessment,Quiz_Score,Sleep_Hours,Previous_GPA,Backlogs,Internet_Usage,Extracurricular,Participation,Final_Score
5,76,55,50,63,99,4,3.690079297793285,1,Medium,No,High,61.49678668605537
38,69,47,77,49,65,5,2.790106675713592,0,High,No,Low,63.59581172039282
36,60,40,73,77,53,8,2.1025269183519963,0,High,Yes,Medium,56.805245458704064
29,81,83,84,61,70,4,2.803752542473479,1,Low,No,Medium,76.93185058426002
5,85,44,62,65,93,4,3.3475124595681796,0,High,No,Low,66.33593901443774
20,77,42,96,82,43,5,2.900700771561586,0,Low,Yes,High,65.95792256184917
9,73,40,83,94,99,8,3.4979263017207973,0,Medium,Yes,Medium,70.96711236092112
26,88,43,60,78,78,7,2.7139648589373278,0,Low,No,Medium,67.44004497426143
33,71,79,85,66,47,9,3.269488282208059,0,Medium,No,Low,72.15868846528468
7,95,74,66,68,64,8,2.372839609707949,1,Medium,Yes,Medium,72.3934878258781
16,94,71,84,86,52,6,3.4987388732899136,1,Medium,Yes,Medium,74.41315877964416
30,71,81,67,77,71,4,3.0913919376260517,0,Medium,Yes,High,73.24044814769395
20,66,73,89,59,98,6,2.408128777093201,2,Medium,Yes,High,73.62782223515086
26,88,82,71,66,77,7,2.5838223469956145,0,Low,Yes,High,78.31011122309101
33,70,64,73,80,77,6,3.4972174171636645,1,Medium,No,Low,69.59694462901709
18,92,49,68,93,95,8,2.9652024713230416,0,High,Yes,Medium,73.39191501666491
32,65,60,86,59,67,6,2.4320628807861446,2,High,Yes,Low,66.988215407051
9,74,85,88,83,92,7,3.934542380740595,2,Medium,Yes,Medium,79.19058652088434
34,91,78,70,58,69,7,3.430250039633776,0,High,Yes,Medium,74.58949467654915
9,70,66,57,59,42,7,3.9142696650795923,2,Low,Yes,Medium,55.97593274225055
16,82,66,77,74,67,8,2.854210090720686,1,Low,No,High,74.65942239452258
20,85,41,54,86,42,7,2.950200681383441,1,Medium,Yes,Low,56.71837077458481
30,93,80,66,41,84,4,3.7959104323700386,0,Medium,No,Low,73.78531611804868
30,93,87,86,69,93,7,3.0500986804907693,1,Medium,Yes,Medium,84.43662229623334
25,88,52,85,92,73,6,3.414557823811334,2,High,No,Low,69.56291822107563
37,63,48,68,73,55,9,2.5043457549910597,0,High,No,High,60.02319943380302
34,76,91,76,61,61,6,2.8934529374052813,3,Low,Yes,Low,74.74320716033556
27,94,75,83,42,71,9,2.24689973162071,0,High,Yes,Medium,75.44939111110219
14,72,61,60,45,77,6,2.4119600717539234,0,Low,Yes,High,63.526491843453165
9,98,81,94,54,47,8,2.001886830535262,0,High,Yes,High,76.41419021418157
38,74,65,96,66,94,6,2.0785301032973207,0,Low,Yes,Medium,80.91841430870592
35,88,97,61,49,47,8,3.9545676463538584,0,Medium,No,Low,77.17806540159596
14,88,93,70,48,96,8,2.484707390273525,0,High,Yes,Medium,82.80536075165402
23,70,51,60,72,45,7,3.3266214190080037,3,Low,Yes,Low,54.15766644612475
36,91,56,88,71,53,4,3.678199397599223,0,High,No,Low,70.73046929712237
5,61,53,77,87,71,9,3.1013209184731285,0,Medium,Yes,High,67.98267516168924
9,73,53,54,45,74,7,2.3062890001679124,0,Low,No,Medium,57.47968479027499
8,79,96,66,80,49,7,3.4562328746723328,0,High,Yes,High,74.8977720484425
20,81,73,69,98,42,8,3.200502820199166,2,High,No,Medium,65.9252801665485
28,70,92,90,75,98,8,3.46250117869475,0,Medium,Yes,Medium,86.37134794654959
20,86,96,95,98,51,9,3.5394932457141746,1,Medium,No,High,82.59325105535864
6,62,59,61,99,88,6,3.95082073536949,0,Low,No,Medium,69.35072919377504
32,76,50,55,41,98,6,3.1471265600534197,0,High,Yes,Medium,61.92754124959604
36,87,55,66,68,70,7,2.6832822253812036,0,High,Yes,Low,69.79058079904408
31,88,90,68,43,68,5,3.2969291138004744,0,Medium,Yes,Medium,73.69355966675816
24,80,70,75,40,44,5,2.1368814184852525,0,Medium,No,Medium,66.82654462547877
28,75,94,97,58,91,6,3.7947946366431724,0,Low,No,High,86.82831782628838
16,96,45,93,65,64,5,2.2387620226763936,0,High,No,High,68.50738334465805
39,79,95,93,64,80,6,2.6556856757716365,1,High,Yes,Medium,84.74565098777055
37,65,58,81,49,70,8,3.631490761252242,0,Low,Yes,Low,63.88283775571691
37,78,76,55,92,60,7,3.1946247566614234,0,Low,No,Low,71.20209775254817
16,64,97,85,54,97,4,2.7872710405548844,0,Medium,Yes,High,80.99129344917334
7,62,43,87,98,59,7,2.946871318750043,0,Medium,No,Medium,66.24298854648265
5,60,86,60,61,78,6,3.7090947864043606,2,Low,Yes,Medium,65.81991079912473
37,97,43,82,90,61,6,2.680008772119784,0,Low,Yes,Low,69.67061667927752
14,74,59,73,87,43,7,3.7392993696243426,0,High,No,Low,65.09748881261065
33,93,49,72,60,52,9,2.1762688619533828,3,Low,Yes,Low,58.77788561940803
17,94,63,64,98,84,6,3.5535968744172615,0,Low,Yes,High,77.4790728963659
16,84,93,76,95,81,5,3.6950952661094725,0,High,Yes,Medium,87.35461938679914
35,83,74,60,61,89,5,2.3636353056746775,0,Low,Yes,High,73.40472579440652
6,71,65,99,75,88,6,2.860693064744401,0,Medium,Yes,Medium,78.10402799196751
39,77,76,66,73,59,6,2.330999549327311,1,Medium,No,High,70.38562446966857
27,74,77,63,69,91,9,3.4132082579884355,1,High,Yes,Medium,75.33783614382537
21,75,60,76,64,52,5,3.0706955361233135,3,Low,No,Low,62.518044696583786
30,86,93,67,84,56,6,3.270646693416642,0,Medium,Yes,Low,82.18081284022844
12,67,79,77,67,93,6,2.3929739339124225,0,Medium,Yes,Low,78.24089833948261
33,84,78,96,40,75,9,2.423491724104839,1,Medium,No,High,78.8208212441843
30,76,60,96,88,72,9,2.0829946510198125,0,Medium,No,Low,77.27564753248716
14,88,49,53,84,40,7,2.6441350703914592,0,Low,Yes,Medium,62.151091630644146
30,67,77,56,43,54,9,3.11948932266735,0,Low,Yes,High,66.73784255100611
38,74,85,94,46,52,4,3.7158698279946574,0,Low,No,Medium,68.34806229980104
11,86,43,84,88,56,5,3.333854894917361,0,Low,No,High,68.07220702271138
8,66,99,97,48,63,7,2.8707926467995026,2,Medium,No,Medium,77.4549914583
15,62,96,58,75,97,4,3.906240228788276,2,High,No,Medium,76.56052590544336
33,88,84,57,58,47,6,3.4384904011516637,0,High,Yes,High,75.08130314967124
29,83,59,94,40,89,6,3.8603304057251,0,Medium,Yes,High,72.66497143666282
25,62,56,66,49,66,7,3.055175946544331,0,Medium,Yes,Low,58.788364795223615
14,79,94,66,75,84,9,2.517808549586279,2,High,Yes,Low,76.3858305066516
13,74,46,98,48,62,6,2.105653372729444,0,High,Yes,Medium,65.33613632572249
28,84,43,82,84,85,8,3.452169702967701,1,Medium,No,Medium,72.69329519190266
39,89,68,81,85,47,7,2.2426059960110685,0,Medium,No,Medium,77.46828201777099
39,73,53,57,81,47,4,2.6055502565439346,0,Low,No,High,60.98797065633265
22,66,42,68,71,98,7,3.064941815767795,0,Low,Yes,High,65.25601697335559
36,76,63,87,71,65,5,3.128833175559495,1,High,No,Low,68.67679684159428
28,79,76,52,45,86,9,3.201166393974272,0,Medium,Yes,Medium,67.63556890478891
27,95,55,54,87,98,9,2.332510660699401,0,High,Yes,Low,76.14251442687434
36,68,97,62,77,52,7,2.7594748096432973,0,Low,Yes,High,77.65442277746335
16,97,94,96,56,78,6,3.234388454233933,1,Low,No,High,83.50543263906039
17,81,91,95,49,76,6,3.9396377292675693,2,High,Yes,High,77.7359127042627
27,61,43,80,89,88,8,3.4552622753993774,0,Low,Yes,Low,67.1638438878416
29,83,95,65,66,67,8,3.8452075141879156,2,Medium,No,High,75.777743319104
39,67,63,99,93,64,9,3.524424116628354,0,High,Yes,Medium,74.87296795528708
34,70,73,81,89,55,8,3.183433937784801,0,Medium,No,Low,69.8470901210809
21,72,69,71,74,94,4,2.384046738272689,0,Medium,Yes,High,76.507381422224
24,76,57,78,91,41,8,3.333371303785026,0,Low,No,Low,67.09303274028652
29,67,58,71,98,93,4,3.246759131919814,1,Medium,Yes,Low,71.25111256822389
26,80,70,92,60,57,8,3.204938340914533,1,High,Yes,High,71.82117583338368
17,77,99,52,64,56,9,2.9795717359764815,0,Medium,No,High,74.20566728630524
23,89,99,59,67,69,9,3.0573132079785514,0,Medium,Yes,Low,80.61224331750476
16,77,58,91,86,78,4,2.668885054236208,1,Medium,No,Low,70.34053366950761
23,90,88,70,54,52,7,3.0386253852846066,2,Medium,Yes,High,71.41261802407298
16,97,85,65,43,71,9,2.3951118113569567,0,Medium,No,Medium,71.18188729929774
13,91,58,61,68,89,7,3.6103487947207533,3,Low,Yes,Low,66.88913028756201
11,70,61,51,98,68,6,2.3715539093974156,0,High,Yes,Low,69.63676256422117
32,84,63,90,48,85,4,2.1699325797789326,0,Low,Yes,Medium,70.91295971454957
18,92,84,73,66,69,9,2.872492052714315,1,High,No,High,77.1068659811631
35,97,51,84,65,57,5,3.316614879012124,0,High,No,High,71.91435825922886
23,67,69,79,58,52,6,2.875433649867083,0,High,No,Medium,65.50199275925694
20,70,97,79,95,82,7,2.553508263902617,0,High,No,High,86.79727273141724
9,81,77,96,67,60,9,3.1163423677808817,1,High,No,High,69.97918825454863
39,83,92,84,56,69,4,2.6940046708244,1,Medium,Yes,Low,79.94639223648682
16,76,70,68,82,60,8,3.865735380253266,0,Low,Yes,Low,71.15998847738635
29,71,75,99,96,87,5,3.845290279207144,0,Low,Yes,Low,83.43434124672794
25,91,58,57,80,94,7,3.004743639944191,0,Medium,Yes,Medium,75.06808290580895
27,74,87,75,81,56,6,2.655767988036517,0,High,Yes,High,79.90857935144795
20,75,84,98,89,79,4,3.474264827913278,0,Low,No,High,85.97143168270799
18,81,75,89,59,58,5,2.0734258869661333,1,Medium,Yes,Low,75.26742776609778
35,87,69,56,84,91,4,2.9495380120873023,0,Medium,No,Low,72.44343349494605
9,79,94,79,79,54,9,2.672646788540667,0,Low,Yes,Medium,81.08189767566812
39,92,88,56,78,48,8,3.8410717702051094,0,Low,No,High,74.63599229429146
27,69,94,52,88,91,6,2.024006054545365,0,High,No,Medium,77.67356179056736
33,99,72,50,92,49,4,3.105629751436698,2,High,No,High,64.6926371302743
15,91,57,85,62,83,7,3.481327162133252,0,Low,Yes,Medium,75.27357409800533
22,92,91,74,86,70,9,2.9700359750480825,0,High,Yes,Low,85.65058010683306
16,61,88,86,71,92,9,2.170806060325443,0,Medium,Yes,Medium,82.93404550198649
13,92,98,50,91,62,6,3.9449227800558044,0,High,Yes,Medium,83.10298087527006
14,92,67,64,86,91,9,3.0360208627521956,0,High,No,Low,76.30658062588327
21,72,98,86,72,69,7,3.2283724886380227,0,Medium,No,High,84.73141103062426
11,89,86,62,96,72,4,2.4732195654150146,0,High,No,High,83.9926950078237
17,92,50,89,85,96,6,2.9669961702136076,0,Medium,No,Low,77.83003214949458
13,72,96,57,44,91,9,2.8582989839166437,0,High,Yes,Medium,74.90685652742343
31,85,99,54,82,48,9,2.1497916840039677,0,Low,No,Medium,75.13169158590091
6,81,93,58,87,93,7,2.2123207070949347,3,High,Yes,Medium,79.66177258130666
9,98,84,50,73,86,8,3.6749450392375493,0,Low,No,High,75.62642570806213
33,61,72,85,79,40,8,2.4796399044131805,0,Low,No,Medium,69.71994134472754
23,97,56,84,50,83,9,2.389916542997261,0,Low,No,High,71.75634162376858
12,98,45,51,89,74,4,3.0098229025002787,0,Low,Yes,Medium,65.53429436088697
5,85,43,89,42,50,6,3.537494262725026,1,Low,Yes,Low,55.75054343887719
26,74,59,72,97,73,9,2.123893037157976,0,Medium,No,Low,71.969187744058
21,93,87,58,72,55,5,3.1536158392765117,1,Medium,No,High,70.8208297708042
11,99,86,83,50,48,6,2.2384208856811467,0,Medium,No,High,77.01283890654761
29,70,66,95,55,71,8,2.072922101651237,0,Low,Yes,Low,75.23867464680126
8,62,54,63,57,54,9,2.105487904324435,1,High,Yes,Low,56.249014652877776
10,65,45,53,69,51,7,3.6683282164168824,0,Medium,Yes,Medium,59.0945610045693
35,68,86,79,87,72,5,2.235944967256123,0,High,No,Low,77.08545349304369
23,65,53,80,94,84,9,2.090302728824584,0,High,Yes,High,69.0381184000013
31,68,99,87,49,53,4,2.8757997742858246,1,Low,No,Low,71.94596882354344
14,98,50,60,57,96,5,3.6879869438840496,0,Low,Yes,High,69.41979892248939
30,90,78,84,77,96,9,2.524816752978604,2,Low,No,High,85.59589737544862
23,91,48,57,58,47,4,2.843425235051833,0,Medium,No,Medium,56.42577057289711
7,71,65,52,75,47,5,2.0798450651275022,2,Low,Yes,Medium,59.63932623632485
17,67,55,63,98,66,4,2.8981570282697517,0,Medium,No,Medium,65.70006932791894
32,67,44,62,52,51,4,3.1552261612742676,1,Medium,No,Medium,52.00239389789807
24,87,96,94,95,40,5,3.1418141075042896,0,Medium,No,Low,82.73396017746732
32,79,91,81,85,82,5,2.6648533843487305,2,Medium,Yes,Medium,82.10827664807907
12,66,49,83,42,79,4,2.631066361326271,0,Low,No,Low,62.56214973408976
5,70,89,94,49,81,8,2.2132472378731958,0,Medium,Yes,Medium,81.17490710138833
7,79,42,68,77,90,5,2.7335966412925368,0,Low,Yes,Medium,67.40049038806512
17,75,52,87,40,50,9,2.198989337745929,0,Low,No,High,57.63675204564625
32,63,82,65,94,78,6,3.5331918894241032,0,Medium,Yes,Low,78.19308559195042
29,65,88,51,95,82,7,3.932548595496372,2,Low,No,High,68.12399873538064
37,81,69,89,66,70,4,3.940148913333414,3,High,Yes,Medium,65.36019463416719
10,85,93,66,85,56,4,3.7301421987507877,0,Low,No,Low,77.41559463973672
36,62,84,83,47,72,7,3.201584298679238,2,Low,Yes,Medium,66.24228891609532
25,73,45,91,90,71,8,3.4017313944877596,0,Medium,No,High,73.24204273076296
20,70,56,65,85,97,7,2.570411605360828,0,Medium,No,Low,70.75768722649927
25,77,98,87,81,68,5,3.2615408403452415,1,Low,No,High,85.04477058394934
15,71,84,51,56,60,7,2.9112990988797547,0,Medium,No,Medium,65.86416504282809
39,82,90,51,48,60,4,2.964034679553865,3,High,Yes,Medium,64.43529273802127
23,71,92,75,45,79,7,3.515553120750316,0,High,Yes,Medium,76.3480846230244
24,72,58,62,82,62,6,2.5638367111945035,0,Medium,No,Low,67.1921308341541
22,84,81,96,64,95,9,2.6360792233890398,0,Low,Yes,High,83.22014765116833
18,78,74,80,78,45,5,3.8492835822572733,0,High,No,High,71.49429022243021
19,95,85,83,88,61,7,2.1124485897019447,0,High,No,Medium,82.85373884146831
35,67,65,88,99,89,4,2.9712685968266808,3,Low,Yes,High,69.39517521940638
5,88,90,52,67,77,9,3.825601600815723,1,Medium,Yes,Low,74.4321962734634
7,91,44,57,72,76,5,3.220726015636314,1,High,No,Medium,62.23263148984744
20,77,68,72,93,84,4,3.092814148424264,0,Low,Yes,Medium,77.91014578815509
27,65,76,63,76,90,8,2.49948835845871,0,Low,No,Medium,73.48260234211934
15,77,59,76,48,93,6,2.6865509781288965,0,High,Yes,Low,72.12276360690637
16,78,88,78,57,47,8,3.7040968316093856,0,Medium,Yes,Medium,73.34017695041713
14,81,60,88,95,80,6,3.1184362635369163,0,High,Yes,Medium,76.92558860755949
36,96,49,88,98,88,7,3.02948438751356,1,Low,Yes,Medium,77.51539444433158
20,91,44,50,60,74,5,2.199159427080058,0,High,Yes,Medium,62.94833448175433
12,62,75,66,41,90,7,2.032056312910246,0,Medium,No,High,64.20358518442191
16,87,45,90,97,50,6,3.927370377374098,0,Low,Yes,Medium,69.51950296236483
28,69,65,79,82,63,6,2.7539723345736835,0,Medium,Yes,Low,69.4616465282293
32,94,43,62,98,88,6,3.206426124199009,0,High,No,Medium,72.821980405755
12,88,78,70,99,60,9,2.1594301463745698,2,High,No,Medium,75.9045730793839
32,74,78,68,77,90,4,3.366228571446093,0,Medium,No,High,77.05245545566979
30,92,89,68,97,41,5,3.865133417411922,1,High,Yes,Medium,72.44272376174416
12,66,74,74,79,79,7,3.1513305059948395,0,Medium,Yes,High,70.59616363361643
32,71,40,71,75,58,7,2.252230644750821,0,High,No,Low,59.872136357085765
32,89,63,80,89,78,8,3.1634430549469537,0,Medium,No,High,76.74706115328306
31,80,96,66,99,67,6,3.5326944262093045,2,Medium,No,Medium,78.910740757672
21,90,75,72,82,98,6,2.8128330731480373,1,Low,No,Low,78.96120367512906
13,83,45,81,76,56,6,3.7596754958829357,0,Low,Yes,Medium,69.16328493229807
37,79,80,59,54,45,7,3.297365906714729,0,Medium,Yes,High,61.862116830306945
24,96,93,59,67,58,8,3.798497836578405,0,High,Yes,Low,78.25525526305964
17,63,85,85,57,95,4,3.2470106224946744,0,High,Yes,Low,79.55602081232695
32,87,99,57,73,77,9,2.2625759440096482,2,High,Yes,High,78.4030769167168
33,79,83,69,61,67,5,2.6193834222103782,0,Medium,No,High,75.27454597600237
17,83,99,81,50,41,4,2.403589896504914,0,Medium,Yes,Low,78.01223181678188
39,91,96,99,97,77,7,3.8176529954337246,0,Medium,No,Low,91.69204022678554
10,95,70,63,96,94,9,3.5208001345749653,0,Medium,No,High,78.89703248604609
22,93,59,99,52,76,9,3.352796737820012,0,Low,No,Medium,71.23063665461065
9,95,63,77,43,90,9,2.6019326392632434,0,Medium,Yes,Low,72.52479433264061
29,61,64,95,61,91,6,2.3680895441004273,1,High,No,High,69.6449337520903
6,74,75,73,46,43,5,3.512902175977824,1,Low,Yes,Medium,65.57321762731428
14,93,60,64,82,61,7,2.9483158917581593,0,High,No,Low,70.27488377969775
34,95,69,71,93,65,7,2.451579104301258,1,Medium,Yes,Low,73.53918852554489
9,65,63,79,63,88,9,3.23324395633055,0,Low,No,High,67.9729290920778
37,98,83,53,43,82,7,2.080667704276904,0,Medium,Yes,Medium,77.8276401075676
5,71,81,62,67,75,5,2.652340508256507,0,Low,No,Low,72.15582737001684
22,62,69,72,54,97,5,2.9371139891822695,0,High,No,Medium,68.58699107345213
36,77,61,57,40,52,8,2.295916668218812,0,Medium,No,Medium,59.14808361554404
15,99,67,67,94,91,8,3.9693089551816794,0,Medium,No,Low,84.84377831233014
25,80,46,61,42,97,4,2.4181947291792287,0,Low,Yes,Medium,62.07063871540088
30,74,74,80,53,71,5,2.260706260086531,3,Low,Yes,Low,66.9740214188964
29,92,94,63,77,56,5,2.407069747773793,0,Medium,Yes,Medium,81.52292207466066
26,94,67,83,89,80,5,3.5381222663194487,0,Low,No,Low,77.06715221630019
31,85,53,67,96,75,8,2.8510113185436854,0,Medium,No,High,70.67317516266091
17,67,95,83,40,94,9,3.130831879505076,0,Low,No,Low,80.72217325631772
37,95,49,60,77,99,9,2.0420183139727213,0,High,No,Low,70.70139312179498
38,89,55,90,77,85,7,2.068862617146629,1,Low,No,Low,75.42925079853457
39,82,55,61,60,58,9,2.891651099654032,0,High,No,Medium,61.28303680175039
5,73,93,98,87,97,6,3.6333104864032473,0,Low,Yes,High,88.80889619297615
25,73,70,64,68,99,8,3.7704777574151302,0,Low,Yes,Medium,72.31527238878579
10,61,81,80,44,74,5,2.1734131351912804,0,Medium,Yes,Medium,71.47334030739167
32,96,64,98,88,85,9,3.0767262042020453,0,Low,Yes,Low,84.35316022839919
21,64,52,78,49,79,8,3.826459372558541,0,Low,Yes,Medium,63.39771889002204
9,97,45,75,67,95,9,2.7759455087957727,0,High,Yes,Low,77.21499047571767
35,73,83,67,60,98,4,3.659131662856737,0,Low,Yes,High,80.07939481424013
9,98,48,81,89,67,5,2.2673913087988726,0,Medium,Yes,Medium,69.63751275889244
7,84,84,71,46,40,4,3.8707889793355976,3,High,No,Medium,62.213180653562894
27,79,75,87,42,81,5,3.502846635062605,0,Medium,No,Medium,79.00292734921399
14,61,95,66,84,57,8,3.882668785573803,1,Medium,No,Low,71.90081993862391
14,98,82,72,86,87,7,3.353234467105013,1,Medium,No,Low,86.72549197175029
23,65,59,73,59,79,9,2.7268078639988538,0,Medium,No,Medium,65.14734637026348
21,76,57,99,58,72,9,3.876362345049445,0,High,No,Medium,71.13200485890687
25,84,97,57,74,51,6,2.551133552618357,0,Low,No,High,77.77714271827162
18,87,82,90,43,47,4,2.664345044123465,0,Medium,Yes,High,73.31958564998433
13,61,96,55,44,63,9,3.4016168360034804,0,High,Yes,High,69.03924927914856
5,94,60,54,40,55,8,3.5306325990507723,1,Medium,No,High,62.999897398615275
17,96,43,93,43,89,7,3.8588069676983077,2,Low,Yes,High,68.01760186795154
8,64,89,78,51,43,8,2.409604818112419,0,High,Yes,Low,69.4830642642994
5,60,72,77,99,77,4,3.595996070438448,0,High,Yes,High,78.74705368343518
36,99,66,60,66,83,6,3.477092106793927,0,Low,Yes,High,75.7033749517502
38,71,46,50,95,66,9,2.127589112507196,1,High,Yes,Medium,58.6829136738053
32,95,45,92,81,48,8,2.774446282420414,0,Low,No,Low,74.21015046688804
35,82,54,68,62,86,5,2.565530914120197,0,High,Yes,High,69.68473118410036
12,90,57,58,64,55,7,2.608980848708061,1,High,No,High,62.12264646226027
30,70,71,76,60,95,8,3.9658937591094015,0,Low,No,High,69.7083648308281
38,69,95,83,97,51,7,3.2855548269598556,2,Low,No,Medium,74.34484723987067
7,62,50,93,91,70,9,3.435352315586999,0,High,Yes,Medium,73.55026982079988
16,73,59,53,63,63,5,3.9532352746300186,0,High,No,Medium,65.2793305039409
5,75,63,85,64,94,6,2.754403564915277,2,Low,No,High,70.77056813746647
9,69,54,67,84,53,6,3.6036803369056116,0,Low,No,Medium,60.40951164804903
34,88,87,64,94,84,5,2.8690619266089907,0,High,No,High,81.02604949269877
34,69,46,62,85,64,7,3.7390673436299595,0,High,Yes,Low,59.10246329590085
21,71,60,68,71,73,9,2.3613150826226064,0,High,No,High,64.07977748017248
27,89,81,98,94,42,8,3.8953723541285594,0,Low,No,Medium,86.1536047378738
19,60,65,55,71,97,5,2.437543416821759,0,High,No,Low,71.81983581682896
25,64,83,97,44,63,4,2.6524410139618633,0,Medium,No,High,70.90830569286886
18,79,95,61,75,93,7,3.512384468213561,0,Low,Yes,Low,81.68253004820481
6,67,53,86,85,81,6,2.787510283130813,1,High,No,Low,66.8304076801364
15,71,96,66,81,48,5,3.2164227535328935,1,Low,No,Low,73.51952390699984
38,60,76,72,88,65,6,2.889147002138857,0,Medium,No,High,75.42860776673818
38,79,97,75,81,59,7,3.4847398741795637,0,Low,No,Medium,83.05743810160602
22,87,60,78,97,79,6,2.4566625047372215,0,High,No,High,79.01732553099458
34,96,57,82,78,49,5,2.116915974473754,0,Medium,No,Medium,71.36164052547427
19,96,44,76,55,58,7,2.5998587949461323,1,Medium,Yes,High,65.07393423199274
31,71,42,74,72,42,4,2.9486173297368605,1,High,No,High,57.993337493166656
38,96,62,59,88,63,5,2.336040104385357,0,High,Yes,High,73.05783116263144
37,87,65,96,60,44,8,2.7095945793127774,0,High,Yes,Medium,71.46918132360044
28,74,76,72,48,42,9,2.7999660365871373,0,Low,No,High,66.13674587902933
19,65,63,70,45,97,5,2.114783687376547,0,Low,Yes,Low,67.77650315573865
34,79,88,70,90,66,7,3.166614496368409,0,Low,No,High,78.51713670985148
21,73,58,92,84,55,9,3.7686868559425752,3,High,Yes,Low,63.700166932545464
9,61,90,62,74,88,5,2.3034858259061046,1,High,No,Medium,71.90618607933922
33,68,64,86,78,54,4,3.195616026803028,0,Low,Yes,Medium,67.93427377641281
8,96,60,82,61,74,4,3.3294784098216925,0,Medium,Yes,High,73.47379424890991
14,79,51,73,80,51,8,2.8386693608385767,2,Low,No,High,60.64463020200885
21,85,96,93,93,80,6,3.40219517472854,0,Medium,Yes,High,89.1085325067949
14,88,80,60,44,92,9,2.821463086982024,0,High,Yes,Low,72.61043705052967
21,60,72,66,81,83,7,3.00927457595487,0,High,Yes,Medium,71.98376005223263
24,94,89,53,62,65,7,2.014706089108854,1,Low,Yes,Low,75.90521489434862
28,65,92,96,56,86,6,3.383440228269378,0,Low,Yes,Low,81.07816863785311
9,96,43,74,51,73,4,3.3226853578894486,0,High,No,High,65.34733839991846
38,64,81,79,62,62,4,2.0768017546526893,2,Low,Yes,High,65.63022661457326
10,92,96,58,55,70,5,2.736500214790266,2,High,Yes,Low,73.1038603764186
6,73,46,70,42,89,8,3.9580636815833348,2,High,No,Low,60.43067268121874
17,71,61,69,69,59,9,2.8414731251372336,0,Medium,No,High,67.57492220701795
15,79,94,68,96,51,8,3.0038908102636834,0,Low,No,High,81.58594748854867
27,83,72,68,61,62,8,3.819860316319437,1,High,Yes,Low,70.12173765843968
20,93,56,61,48,43,5,3.434523751731513,1,Low,Yes,High,60.12346511112968
35,84,63,86,68,62,8,3.164140262248447,0,Medium,Yes,High,73.202414326966
15,88,73,91,86,87,6,3.5956093626821453,0,Medium,Yes,Low,84.13950065336955
20,98,67,66,76,94,5,3.7287325329119465,1,Low,No,Low,75.56622943989498
12,90,97,86,62,87,6,2.913776143474534,1,Low,No,Medium,84.81739879723101
8,82,82,97,52,40,5,2.950216729863671,0,High,Yes,Low,74.63119936741174
8,97,80,88,71,93,8,2.7721018713036716,0,Medium,Yes,High,86.86633720663211
29,79,78,77,85,64,6,3.9334122800369213,0,Medium,Yes,Low,77.1505129740903
7,82,61,90,91,41,6,3.3943325085807006,0,Medium,Yes,Low,76.71032276194485
36,75,88,84,86,69,6,2.1664461324161444,0,Low,No,Low,79.03037560588417
7,67,56,96,87,42,5,3.725919246626037,0,High,No,Medium,70.2589513995414
31,80,73,97,62,97,7,2.961119881672536,0,Low,Yes,Medium,81.06751258672189
33,60,45,67,84,60,8,2.1375078128449747,0,Low,No,High,60.504292564253085
36,67,85,63,56,64,6,3.0994345103266223,0,Low,Yes,Medium,67.87484843537838
23,88,45,84,94,59,9,2.8343285579514044,1,High,Yes,Low,70.88868653449738
25,91,73,93,79,88,7,3.7554988097252497,0,Low,No,Medium,85.05568306864231
9,97,40,90,60,91,9,2.4079892072187747,0,Medium,Yes,Low,73.7172747936074
22,64,49,56,41,61,8,3.652929218984366,2,Medium,No,Medium,50.33849080963793
32,81,60,90,76,60,8,3.1153773823709052,0,Medium,Yes,Medium,71.95021037071955
26,93,44,62,45,72,6,2.109220606426938,3,High,No,Medium,55.61687690291109
25,60,41,67,83,91,6,3.9436906026509693,1,Low,Yes,Low,62.66693130011127
10,85,61,86,57,77,5,3.0252304882064,0,High,No,Medium,68.58884765416052
5,69,87,62,69,54,7,2.581753708463165,3,Low,Yes,Low,66.49586573515091
9,89,96,85,61,97,7,2.938813683978516,0,Medium,Yes,Low,92.15238562936614
16,77,41,80,93,97,6,3.715715567034978,0,Low,No,High,73.16067009390696
30,76,49,51,72,85,8,2.609806248770127,0,Low,Yes,Medium,63.08814675158445
38,85,73,65,69,91,6,2.385352792973401,0,Low,No,High,75.57752949064147
18,67,55,58,56,54,8,2.258142493861763,2,High,No,High,55.41508470186834
30,99,87,58,82,85,8,2.5957187967804227,0,Low,Yes,Low,82.03342267336976
31,71,90,87,71,64,6,3.560096174080087,0,Low,Yes,Medium,80.58735054267837
13,86,78,60,81,60,4,2.9432527303905234,0,Low,Yes,Low,73.40171856573951
30,67,61,71,90,63,7,2.45496320738708,0,High,Yes,Low,72.27836693324868
26,84,51,82,53,96,9,2.332369999219498,0,High,No,Medium,74.22319227204437
34,63,63,85,97,97,8,2.6654589530207584,0,High,Yes,Low,76.93966066411811
21,92,86,94,49,44,8,3.879848745771418,1,Low,Yes,Medium,74.78795232652239
30,60,79,72,86,45,4,2.6860534251800487,0,Medium,Yes,Medium,69.70526227624332
5,78,77,94,99,88,9,3.976248151909271,1,Medium,No,Low,83.53206734847252
12,90,99,94,90,82,5,2.9704609115307123,0,Medium,Yes,Low,90.40514190987865
39,75,98,83,75,87,4,2.358327836580302,1,Low,No,High,81.12547863145129
